Category,Key,English,Korean,Notes
,ev9b4,Nothing for me,됐어요,
,ev9b4o1,Very well she says.,알겠습니다. 호저는 말합니다.,
,ev9b4o1t1,We are with you,우리가 함께할게요.,
,ev9b5,Heal all pets,모든 펫을 회복한다, WARNING: ENGLISH PLACEHOLDER #####################################################
,ev9b5o1,She touches each pet gently and warmth spreads to them. They crawl back into your backpack glowing with purpose!,호저가 펫들의 이마에 가볍게 손을 대자 따스함이 퍼져 나갑니다. 펫들은 의지로 가득 찬 채 당신의 가방 속으로 돌아갑니다!, WARNING: ENGLISH PLACEHOLDER #####################################################
,ev9b5o1t1,They're so cute!,너무 귀엽네요!, WARNING: ENGLISH PLACEHOLDER #####################################################
,ev9i1,Welcome to our healing center!,저희 치료소에 어서 오세요!,
,ev9i2,We are here to protect the brave!,저희는 용감한 사람들을 보호하죠!,
,ev9i3,"Come hero, let me heal you!","오세요, 영웅님. 치료해드릴게요!",
,ev9f1,Stay safe!,안전히 함께 하기를!,
,ev9f2,My sisters are here for you!,제 자매들이 함께할 거예요!,
,ev9f3,May we meet again!,다시 만날 수 있기를 바라요!,
,ev10n,Magic Font,마법 세례반,
,ev10o1,"Nestled deep in a throng of mushrooms you see a magical font, its cool waters flowing. Above the water, a humid mist circles and spills over the edge. In the distance  you hear frogs croaking... no... chanting.","버섯들이 모여있는 곳 깊숙이 시원한 물이 흐르는 마법 세례반이 보입니다. 물 위에는 안개가 자욱이 깔려 아래로 흘러내리고 있습니다. 먼 곳에서 개구리들이 개굴거리는, 아니, 영창을 하는 소리가 들리는군요.",
,ev10b1,Say a prayer...[+3 max hp],기도를 한다 [최대 체력 +3],
,ev10b1o1,"You wish to make it home safely, your backpack overflowing with rare cheeses. You feel a warmth in you. You can do this!",당신은 값비싼 치즈를 잔뜩 들고 집으로 돌아갈 수 있기를 기도합니다. 당신의 안에서 따듯함이 느껴집니다. 할 수 있을 거예요!,
,ev10b2,take a bath [+15 hp],뭄을 담근다 [체력 +15],
,ev10b2o1,The water feels warm and relaxing on your skin. The croaking grows louder. From behind a mushroom a frog nods at you. Your wounds are healed.,몸에 닿는 물은 따듯하고 편안합니다. 개굴거리는 소리가 점점 커집니다. 버섯 뒤에서 개구리 한 마리가 고개를 끄덕입니다. 당신의 상처는 치료되었습니다.,
,ev10b3,Kick it over! [Start a battle!],넘어트리기! [전투 개시!],
,ev10b3o1,"You watch the water as it flows across the floor of the dungeon. It pools up around the feet of an enemy. You look up. The frogs are not happy. ""Zealot!"" they cry and attack!","당신은 던전 바닥에 물이 쏟아지는 모습을 지켜봅니다. 물은 적들의 발밑에 고입니다. 당신이 앞을 보자, 잔뜩 화가 난 개구리들이 보입니다. ""광신도 녀석!"" 그들은 울부짖더니 당신에게 달려듭니다!",
,ev11n,Buckler-o,버클러 오,
,ev11extra,Drop the li'l Buckler! You can take the item you land on!,작은 버클러를 떨어트려 보세요! 버클러가 떨어지는 곳에 있는 아이템을 증정해 드립니다!,
,ev11i1,Nothing up my sleeves!,속임수는 없습니다!,
,ev11i2,My left foot is lucky!,제 왼쪽 발에는 행운이 깃들었죠!,
,ev11i3,My house looks like a hat!,제 집은 모자 같이 생겼습니다!,
,ev11f1,Magical!,마법 같군요!,
,ev12n,The Alchemist,연금술사,
,ev12o1,"Well hello there. Her voice is cool and friendly - not what you expected. ""May I interest you in some potions? In return... I ask for just a taste."" ""A taste? Of me?"" you ask. ""Just a nibble darling,"" she says. ""You'll barely feel a thing.""","거기 안녕. 연금술사의 목소리는 예상외로 진정되고 친근합니다. ""물약에 흥미가 있니? 대가로는... 조금만 맛을 보게 해줘."" 당신은 묻습니다. ""맛이요? 제 맛이요?"" ""그냥 잠깐 물리는 것뿐이야. 아무런 느낌도 안 날걸?""",
,ev12b1,Get a potion. [Lose 5 health],물약을 받는다 [체력 -5],
,ev12b1o1,"Her teeth press into your neck. ""Oh delicious. May I tempt you again?""","연금술사의 이빨이 당신의 목을 찌릅니다. ""아, 달콤한데. 다른 물약은 필요 없니?""",
,ev12b2,No thanks!,됐네!,
,ev12b2o1,"Very well darling, she says. ""Though I am sorry to see you go.""","그는 말합니다. ""알았어, 자기. 가게 돼서 유감이야.""",
,ev12b2o1t1,"Your loss, my sweet.","너만 손해지, 자기.",
,ev12i1,"So vital. Mmm, delicious.","활기 넘치네. 음, 맛있어라.",
,ev12i2,The proper ingredients for the potion...,물약에 필요한 재료는...,
,ev12i3,We brew what we can  to do what we must,우린 해야 할 일을 하기 위해 만들 수 있는 걸 만들 뿐이야.,
,ev12i4,"A drop of red, a drop of green...","빨간 거 하나, 파란 거 하나...",
,ev12f1,My dear there are reasons why things are as they are.,세상의 이치에는 이유가 있는 법이란다.,
,ev12f2,Come freely. Go safely darling.,자유롭게 와. 그리고 갈 때는 안전이 함께 하기를.,
,ev13n,Trading up,거래의 장,
,ev13o1cr8,"A warning from your internal systems - someone here cannot be trusted. Through the darkness your mechanical eyes see him clearly - a rat. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","내부 시스템으로부터 경고가 울립니다. 이곳의 인물은 믿을 수 없다는 경고입니다. 어둠을 뚫고 당신의 기계 눈은... 한 명의 쥐를 포착합니다. ""거래를 하자."" 그가 말합니다. ""내게 뭔가를 주면 같은 종류의 더 희귀한 아이템을 하나 돌려줄게..."" 그는 웃습니다. 확신이 서지 않습니다.", WARNING: AUTO-TRANSLATION #####################################################
,ev13o1,"Your snout wiggles as you inhale a musky odor. Someone here is in need of a bath. You turn around and standing there is a rat. You never heard him come out. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","당신은 사향내를 맡습니다. 누군가가 목욕을 안 한 모양이군요. 당신이 뒤를 돌아보니, 기척 없이 쥐 한 마리가 서 있었습니다. ""거래를 하자."" 그가 말합니다. ""내게 뭔가를 주면 같은 종류의 더 희귀한 아이템을 하나 돌려줄게..."" 그는 웃습니다. 확신이 서지 않습니다.",
,ev13b1,Get a rarer item of the same type,같은 종류의 더 희귀한 아이템 받기,
,ev13b1o1,"He takes the item and examines it. ""How's this for a trade?"" There's no time to say no.","그는 물건을 받고 꼼꼼히 살펴봅니다. ""이거라면 괜찮은 거래겠지?"" 거래를 거절할 틈은 없었습니다.",
,ev13b1o1t1,Hehehe,히히히...,
,ev13b1o1t2,Hope ya' like it,맘에 들면 좋겠네.,
,ev13b1o1t3,No take backsies,반품은 안된다고.,
,ev13b2,No thanks,됐어요,
,ev13b2o1,"You see his tail flick ominously beneath his cloak. A smile crosses his lips. ""Come now,"" he says. ""I think you'll see it's in your interest.""","당신은 그의 망토 뒤에서 음산하게 꼬리가 흔들리는 것을 봅니다. 그는 미소 짓습니다. ""그러지 말고. 너한테도 도움이 될 텐데 말이지.""",
,ev13b2o1t1,Don't resist this deal,이 거래는 거절하지 말라고.,
,ev13b2o1t2,Let me tempt you,한번 잘 생각해봐.,
,ev13b2o1t3,"Come now, let's trade","자, 빨리 거래를 하자.",
,ev13i1,What are ya' trading?,뭘 낼 거야?,
,ev13i2,Lets make a deal!,거래를 하자고!,
,ev13i3,Care to do a trade?,거래 어때?,
,ev13f1,He he he,히 히 히...,
,ev13f2,What a sucker...,호구 녀석...,
,ev14n,Shady Trader,음산한 거래꾼,
,ev14o1,"His cloak billows as he steps out from the shadows. ""We can make a trade, you and I."" he says. You know risks are involved.","한 남자가 망토를 펄럭이며 어둠에서 나옵니다. ""너랑 나 거래를 하자."" 그는 말합니다. 당신은 감수해야 하는 위험을 알고 있습니다.",
,ev14b1,Get a different item of the same rarity,같은 희귀도의 다른 아이템을 받는다,
,ev14b1o1,He takes your item and from his cloak pulls a replacement.,그는 당신의 물건을 가져가 망토에서 교환할 물건을 꺼냅니다.,
,ev14b2,No thanks!,됐네!,
,ev14b2o1,"Very well, he says. ""But can I perhaps change your mind?""","그래. 그는 말합니다. ""내가 설득하면 거래할 생각이 조금 생길까?""",
,ev14b2o1t1,The offer still stands.,아직 거래해도 늦지 않아.,
,ev15n,squirrel patrol,다람쥐 정찰병,
,ev15o1,"The squirrel looks at you absent mindedly. ""Long ago I retired from the patrol"", he says. ""Now I spend my days adventuring and reliving my glory days. I don't need much of my old equipment anymore. Can I interest you in something?""","다람쥐가 멍한 눈으로 당신을 쳐다봅니다. ""오래전, 나는 정찰 부대에서 은퇴했지. 난 내 여생을 모험에 바치면서 불타는 황금기를 누리고 있어. 내 옛 물건들은 필요가 없게 됐는데, 필요한 게 있는가?""",
,ev15b1,"""I'll take a shield""","""방패를 주세요""", WARNING: ENGLISH TEXT CHANGED #####################################################
,ev15b1o1,"From beneath his bushy tail, he pulls a shield. ""This may protect you. Remember, loot is only valuable if you make it back alive.""","다람쥐는 풍성한 꼬리 밑에서 방패를 하나 꺼냅니다. ""이거라면 자네를 보호할 수 있을 걸세. 기억하게나, 보물은 던전에서 살아나가야만 가치가 생기는 거야.""",
,ev15b1o1t1,I hope the shield serves you well!,방패가 잘 쓰일 수 있기를 바라네!,
,ev15b2,"""I'll take a weapon""","""무기를 주세요""", WARNING: ENGLISH TEXT CHANGED #####################################################
,ev15b2o1,"He reaches into his tunic and pulls out a weapon, tossing it to you.","다람쥐는 튜닉에 손을 넣어 무기를 하나 꺼낸 뒤에, 당신에게 던져 줍니다.",
,ev15b2o1t1,Strike down any who oppose the patrol!,정찰대에 반하는 녀석들에게는 철퇴를!,
,ev15b2o1t2,The patrol lives by these weapons!,정찰대의 영혼이 깃든 무기지!,
,ev15b3,Maybe something to eat,먹을 거 있나요?,
,ev15b3o1,"He scratches at the ground. Beneath his feet is a mound of nuts and hidden among them, many a delicious food.",다람쥐는 바닥을 파기 시작합니다. 그의 발밑에는 도토리들과 함께 많은 맛있는 음식들이 묻혀있었습니다.,
,ev15b3o1t1,An army marches on its stomach!,밥심이 곧 국력!,
,ev15b3o1t2,Better than what we used to eat on the patrol.,정찰대에서 먹던 것보다는 나을 거야.,
,ev15i1,Hark! You are greeted by a member of the patrol!,잠깐 정지! 정찰대원이 자네에게 인사를 보내네!,
,ev15f1,Long live the patrol!,"정찰대여, 영원하라!",
,ev15f2,The patrol shall conquer!,"정찰대여, 정복할 지어다!",
,ev15f3,"In retirement, I still patrol!","은퇴하긴 했지만, 나는 여전히 정찰하지!",
,ev16n,Statue of Anna,안나의 조각상,
,ev16o1,"Inscribed on the statue: ""Anna bestowed gifts The world felt safe in her arms healer in a fire""","조각상에는 ""안나는 선물을 내려주었다. 그의 품 안의 세상은 더 안전하게 느껴졌다. 불 속의 의원""이라고 적혀있습니다.",
,ev16b1,Gain 5 max hp,최대 체력을 5 늘린다,
,ev16b1o1,You leave a coin. Then kneel before the statue and say a prayer. Anna somehow seems to reflect light even in this dark place.,"당신은 동전을 하나 두고, 조각상 앞에 무릎을 꿇은 뒤에 기도를 합니다. 어찌 된 일인지, 안나의 빛은 이런 어두운 곳에서도 밝게 빛나는 것 같습니다.",
,ev16b2,Steal coins [Get 10 gold or a fight begins],동전을 훔친다 [동전 +10 또는 전투 개시],
,ev16b2o1,Travelers leave coins by the statue as a token for their prayers. You decide that Anna won't miss just a few.,여행가들은 조각장 근처에 동전을 두곤 합니다. 몇 푼 정도는 없어져도 눈감아 주겠죠.,
