Category,Key,English,Korean,Notes
,evsca5,This isn't a charity!,여긴 기부 센터가 아니야!,
,evsca6,Nothing is free,공짜는 없어.,
,evNoThanks,No Thanks!,됐어요!,
,evso,You continue onward,당신은 가던 길을 계속 갑니다.,
,,,,
,evMole,I take items to and from Haversack Hills!,헤이버색 힐까지 아이템을 가져다주기도 해요!,
,,,,
buttons,b1,End Turn,차례 종료,
,b2,Stats,통계,
,b3,Save Game,게임 저장,
,b4,options,환경설정,
,b5,reorganize,재배치,
,b6,Scratch,긁기,
,b7,done,확인,
,b7back,back,뒤로,"""Go back to the previous menu"""
,b8,Go adventuring!,모험 떠나기!,
,b9,cancel,취소,
,bskip,Skip,건너뛰기,
,bShop,Open Shop,상점 열기,
,bHello,Just saying hello!,안녕하세요!,
,b10,Test,시험,
,b11,Run,실행,
,b12,Autorun: on,자동 실행: 켜짐,
,b13,Autorun: off,자동 실행: 꺼짐,
,bd1,Scratch the enemy for /x damage. Costs 1 Energy,적을 긁어 /x 의 피해를 입힙니다. 에너지를 1 소모합니다.,
,bd2,Reorganize your inventory in battle. Costs /x energy,전투 중에 가방 안 아이템을 정리합니다. 에너지를 /x 소모합니다.,
,bd3,Test your core,코어를 시험합니다,
,bd4,Run your core - ends your turn,코어를 실행하고 차례를 종료합니다.,
,bd5,"When autorun is enabled, you will automatically use your core at the start of each turn","자동 실행이 켜져 있으면, 매 차례에 자동으로 코어를 사용합니다.",
,b14,Whistle,휘파람,
,bd14,Whistle for /x charm. Costs 1 energy,휘파람을 불어 /x의 매혹을 겁니다. 에너지를 1 소모합니다,
,b15,Recall Pets,펫 부르기,
,bd15,Recall all pets to your backpack. Costs 1 energy,모든 펫을 가방으로 부릅니다. 1 에너지를 소모합니다.,
,b16,Toss,토스,
,bd16,Discards all carvings in your backpack. Deals /y damage. Costs /x energy.,가방에 있는 모든 인각을 버립니다. /y의 피해를 입힙니다. 에너지를 /x 소모합니다.,
hud,h1,floor,층,
,h2,experience,경험치,
,h3,max level,최대 레벨,
,h4,level,레벨,
status effects,se1,Poison,독,
,se1d,Will take /x damage at the end of turn,차례가 끝날 때 /x의 피해를 입습니다,
,se2,Regen,회복,
,se2d,Will recover  /x health at start of turn,차례가 시작할 때 /x의 체력을 회복합니다,
,se3,Spikes,가시,
,se3d,Will deal /x damage if attacked,공격받을 시 /x의 피해를 입힙니다,
,se4,Haste,신속,
,se4d,Will add /x additional block when blocking,방어할 때 추가로 /x의 방어를 얻습니다,
,se5,Slow,감속,
,se5d,Will reduce block by /x when blocking,방어할 때 방어가 /x만큼 감소합니다,
,se6,Rage,분노,
,se6d,Will add /x damage when attacking,공격할 때 /x의 피해를 더 입힙니다,
,se7,Weak,약화,
,se7d,Will reduce /x damage when attacking,공격할 때 /x의 피해를 덜 입힙니다,
,se8,Dodge,회피,
,se8d,The next /x attacks will do no damage,다음 /x번의 공격 동안 피해를 입지 않습니다,
,se9,Freeze,빙결,
,se9d,Will receive /x additional damage when attacked,공격당할 시 /x의 추가 피해를 입습니다,
,se10,Burn,화상,
,se10d,Will take /x damage at start of turn. This can be blocked,차례가 시작할 때 방어할 수 있는 /x의 피해를 받습니다,
,se11,Rough Hide,성급한 엄폐,
,se11d,Damage from projectiles is reduced by /x%. Lasts until combat ends.,투사체 피해가 /x% 감소합니다. 전투가 끝날 때까지 지속됩니다.,
,se12,Charm,매혹,
,se12d,"If an enemy has more charm than health, they will fight for the player",적이 받은 매혹이 적의 체력보다 높을 경우 적은 플레이어의 편에 서서 싸웁니다,
,se13,Sleep,수면,
,se13d,Will take no action for /x turns,/x 차례 동안 행동을 하지 않습니다,
,se14,Zombie,좀비,
,se14d,Will take damage from healing and heals from poison. Lasts until combat ends,회복하면 피해를 입고 독 으로 회복합니다. 전투가 끝날 때까지 지속됩니다,
,se15,Exhaust,탈진,
,se15d,Will gain less energy each turn,매 차례 얻는 에너지가 감소합니다,
,se16,Curse,저주,
,se16d,Cursed items cannot be left behind until they are cleansed or destroyed,저주에 걸렸습니다. 전투가 끝날 때까지 이 상태 효과가 남아 있으면 저주 아이템을 받습니다,
,se16dd,"You currently have /x cursed items. They will follow you until you take them, cleanse them, or find a way to destroy them.","현재 /x개의 저주 아이템을 가지고 있습니다. 저주 아이템은 아이템을 가져가거나, 정화하거나, 파괴할 방법을 찾을 때까지 플레이어를 따라다닙니다",
,se16ddgold,You currently have /x gold. You can use this in shops and events!,현재 /x의 골드를 가지고 있습니다. 상점과 이벤트에서 사용할 수 있습니다!,
,se17,Reactive,반응성,
,se17d,"Removed at end of turn. When /x damage is received, change intention to: /y",턴 종료 시 제거됩니다. /x의 피해를 받으면 의도가 /y(으)로 변경됩니다,
,se18,Shadow Actor,그림자 광대,
,se18d,Copies your action - attack or defend,당신의 행동을 카피합니다.(공격 또는 방어),
,se19,Shift,변경,
,se19d,"When health is below /x%, changes behavior in future turns",체력이 /x% 미만일 시 다음 턴부터 행동을 변경합니다,
,se20,Lonely,외로움,
,se20d,"When alone, changes behavior in future turns",혼자 있을 때 다음 턴부터 행동을 변경합니다,
,se21,Dependent,의지,
,se21d,"When /x is defeated, changes behavior in future turns",/x 패배 시 다음 턴부터 행동을 변경합니다,
,se22,Angry,분노,
,se22d,"When attacked, adds /x rage",공격 시 분노 가 /x 증가합니다,
,se23,Windfall,횡재,
,se23d,"When defeated, adds great luck",패배 시 운이 크게 증가합니다,
,se24,Wealthy,로또,
,se24d,"When defeated, adds /x gold",패배 시 골드가 x만큼 증가합니다,
,se25,Stack,무더기,
,se25d,"When defeated, creates new enemies",패배 시 새로운 적이 형성됩니다,
,sePower,Power,힘,
,se26,Spiked out,가시 제거,
,se26d,Removes all spikes each turn,매 턴마다 모든 가시 가 제거됩니다,
,se27,Wary,경계심,
,se27d,"When /x total damage is received, add /y block and change intention to: /z",총 피해 /x 도달 시 방어 가 y 증가하고 의도가 /z로 변경됩니다,
,se28,Auto-Shield,자동 방패,
,se28d,"When damage is received, add /x block",피격 시 방어 가 /x 증가합니다,
,se29,Sturdy,강인함,
,se29d,"When /x damage is received this turn, add /y block",이번 턴에 /x의 피해를 받으면 /y만큼 방어 가 증가합니다,
Card Descriptors,Energy,Energy,에너지,
,Energyd,Energy is a resource you gain each turn. You need to end your turn to get more,에너지는 매 차례 얻는 자원입니다. 차례를 끝내야 에너지를 더 얻을 수 있습니다,
,Energyhover,Requires energy to use,사용하는 데 에너지 필요,
,Max Heat,Max Heat,최대 열기,
,Overheat,Overheat,과열,
,OverheatHover,Will overheat after /x uses. Heat resets when there are no charges in your Backpack,/x회 사용 후 과열됩니다. 당신의 가방에 전하가 없을 때 열기가 초기화됩니다.,
,Manahover,Requires connected mana to use,사용하는 데 연결된 마나 필요,
,Goldhover,Requires gold to use,사용하는 데 골드 필요,
,Movehover,"To use this item, move it in combat",전투에서 이 아이템을 옮겨 사용할 수 있습니다,
,TransformHover,You can transform this item into another item,이 아이템은 다른 아이템으로 변환할 수 있습니다,
,TransformAutomatedHover,"When conditions are met, this item transforms into another item",조건 충족 시 이 아이템은 다른 아이템으로 변합니다,
,AltHover,This item has an alternate use that can be accessed from the context menu,이 아이템은 내용 메뉴로 사용할 수 있는 대체 용도가 있습니다,
,Enemy,Enemy,적,
,Enemyd,The currently selected enemy. You can target any enemy,현재 선택된 적. 어떤 적이든 선택할 수 있습니다,
,all enemies,all enemies,모든 적,
,all enemiesd,All the current enemies - regardless of your target,선택한 적과 상관없이 현존하는 모든 적,
,Damage,Damage,피해,
,Block,Block ,방어,
,Blockd,"When hit, most attacks decrease block instead of HP. Block resets each turn",피해를 입을 경우 대부분의 공격은 체력 대신 방어를 감소시킵니다. 방어는 매 차례 초기화됩니다,
,HP,HP,체력,
,HPd,"If HP is 0, you will die","체력이 0에 달하면, 사망합니다",
,Luck,Luck,행운,
,Luckd,Luck increases your chances of finding rare items. It stacks!,행운은 희귀한 아이템들을 찾을 확률을 높혀줍니다. 중첩도 됩니다!,
,discarded,discarded,버려짐,
,discardedd,Discarded carvings can be drawn again later this combat,버려진 인각은 이번 전투 나중에 사용할 수 있습니다,
,Banished,Banished,추방됨,
,Banishedd,Banished carvings are removed for the rest of this combat,추방된 인각은 이번 전투에서 제외됩니다,
,Disabled,Disabled,비활성화됨,
,Disabledd,Items have no effects while disabled,비활성화된 아이템은 아무런 효과도 가지지 못합니다,
,Mana,Mana,마나,
,Manad,Mana can be used in some items instead of energy. To use mana the item must be adjacent to a manastone or connected through conductive items,마나는 특정 아이템들이 에너지 대신 사용하는 자원입니다. 마나를 사용하기 위해서는 아이템이 마나스톤이나 전도성을 띈 아이템과 이어져 있어야 합니다.,
,Food,Food,음식,
,Foodd,Used to create new buildings in Orderia!,오데리아에서 새로운 건물 건축에 사용합니다!,
,Material,Material,재료,
,Materiald,Used to create new buildings in Orderia!,오데리아에서 새로운 건물 건축에 사용합니다!,
,Treasure,Treasure,보물,
,Treasured,Used to create new buildings in Orderia!,오데리아에서 새로운 건물 건축에 사용합니다!,
,Population,Population,인구,
,Populationd,How many animals have returned to Orderia. New unlocks are available by increasing population!,오데리아로 돌아온 동물의 수입니다. 인구를 늘리면 새로운 걸 해금할 수 있습니다!,
,PopulationReq,You need at least /x animals in Haversack Hill,헤이버색 힐에 동물 최소 /x마리가 필요합니다,
Store,Cost,Cost,가격,
,onSale,On Sale,할인 중,
,owned,Value,값어치,
Rarities,common,common,흔함,
,uncommon,uncommon,드묾,
,rare,rare,귀함,
,legendary,legendary,전설적,
,rarity1,any rarity,아무 희귀도,
,rarity2,"uncommon, rare, or legendary","드묾, 귀함 또는 전설적",
,rarity3,rare or legendary,드묾 또는 전설적,
Types,weapon,Weapon,무기,
,Armor,Armor,보호구,
,Shield,Shield,방패,
,Accessory,Accessory,악세사리,
,Bow,Bow,활,
,Arrow,Arrow,화살,
,Consumable,Consumable,소모품,
,Gold,Gold,골드,
,Manastone,Manastone,마나스톤,
,Key,Key,열쇠,
,Curse,Curse,저주,
,Hazard,Hazard,위험 요소,
,Blessing,Blessing,축복,
,Ingredient,Ingredient,재료,
,Wand,Wand,지팡이,
,Book,Book,책,
,Cleaver,Cleaver,중식도,
,Clothing,Clothing,옷,
,Helmet,Helmet,투구,
,Footwear,Footwear,신발,
,Fish,Fish,생선,
,Relic,Relic,유물,
,Fragment,Fragment,조각,
,Glove,Glove,장갑,
,Magic,Magic,마법,
,Gem,Gem,보석,
,Structure,Structure,구조물,remaining times that an item can be used
,Ring,Ring,반지,
,Rune,Rune,룬,
,Sigil,Sigil,인장,
,Carving,Carving,인각,
,Component,Component,부품,
,Potion,Potion,물약,
,Instrument,Instrument,악기,
,Melee,Melee,근접 무기,
,Shuriken,Shuriken,표창,
,Plant,Plant,식물,
,Hammer,Hammer,망치,
,Drum,Drum,북,
,Scary,Scary,무서움,
,Pet,Pet,펫,
,Present,Present,선물,
,Festive,Festive,축제,
,Kin,Kin,킨,
,Sap,Sap,수액,
,Treat,Treat,트리트,
,FloppyDisk,Floppy Disk,플로피 디스크,
,Hymn,Hymn,찬가,
,Etching,Etching,에칭,
,Loot,Loot,전리품,
,Gear,Gear,기어,
,Summer,Summer,여름, WARNING: ENGLISH PLACEHOLDER #####################################################
Limits,ul,use,번,
,ulp,uses,번,
,ul1,1 use,1번,
,ul2,/x uses,/x번,
,ul3,Can be used 1 time each turn,매 차례에 한 번 사용 가능,
,ul4,Can be used /x times each turn,매 차례에 /x번 사용 가능,
,ul5,Can be used 1 time this turn,이번 차례에 한 번 사용 가능,
,ul6,Can be used /x times this turn,이번 차례에 /x번 사용 가능,
,ul7,Can be used 1 time each combat,매 전투에 한 번 사용 가능,
,ul8,Can be used /x times each combat,매 전투에 /x번 사용 가능,
,ul9,Can be used 1 time this combat,이번 전투에 한 번 사용 가능,
,ul10,Can be used /x times this combat,이번 전투에 /x번 사용 가능,
special conditions,sc1,Must be played on a defeated pet,기절한 펫에 사용해야 함,
,sc2,"Must be played on armor, a shield, or a structure","보호구, 방패, 혹은 구조물에 사용해야 함",
,sc3,Must be played on an item,아이템에 사용해야 함,
,sc4,Must have less than /x% health,체력이 /x% 이하여야 함,
,sc5,Enemy must have less than /x health,적 체력이 /x 이하여야 함,
,sc6,Must be played on a melee weapon,근접 무기에 사용해야 함,
,sc7,Must have full health,최대 체력이어야 함,
,sc8,Must have used a consumable this turn,이번 차례에 소모품을 사용해야 함,
,sc9,Must have a friendly on both sides,양쪽에 아군이 있어야 함,
,sc10,Must be played on a carving,인각에 사용해야 함,
,sc11,Must be played on an uncleansed curse,정화되지 않은 저주에 사용해야 합니다,
,sc12,Can only be used if you have burn,화상일 때만 사용 할 수 있음, WARNING: ENGLISH PLACEHOLDER #####################################################
,sc13,Must have a summer item above,위에 여름 아이템이 있어야 함, WARNING: ENGLISH PLACEHOLDER #####################################################
